word,total_count,total_frequency,trump_count,trump_frequency,obama_frequency,obama_count,syllable
wilsond,1,1.84E-06,1,2.28E-06,0,0,2
plunged,1,1.84E-06,1,2.28E-06,0,0,1
subsidy,1,1.84E-06,1,2.28E-06,0,0,3
racking,1,1.84E-06,1,2.28E-06,0,0,2
makings,1,1.84E-06,1,2.28E-06,0,0,2
holiest,1,1.84E-06,1,2.28E-06,0,0,2
isolate,1,1.84E-06,1,2.28E-06,0,0,3
blathering,1,1.84E-06,1,2.28E-06,0,0,3
reportthis,1,1.84E-06,1,2.28E-06,0,0,3
untruth,1,1.84E-06,1,2.28E-06,0,0,2
exorbitant,1,1.84E-06,1,2.28E-06,0,0,4
heeling,1,1.84E-06,1,2.28E-06,0,0,2
artificially,1,1.84E-06,1,2.28E-06,0,0,5
cancellation,1,1.84E-06,1,2.28E-06,0,0,4
colmery,1,1.84E-06,1,2.28E-06,0,0,3
frazier,1,1.84E-06,1,2.28E-06,0,0,2
busting,1,1.84E-06,1,2.28E-06,0,0,2
implode,1,1.84E-06,1,2.28E-06,0,0,2
corning,1,1.84E-06,1,2.28E-06,0,0,2
guarded,1,1.84E-06,1,2.28E-06,0,0,1
handels,1,1.84E-06,1,2.28E-06,0,0,2
devised,1,1.84E-06,1,2.28E-06,0,0,2
rexnord,1,1.84E-06,1,2.28E-06,0,0,2
mahmoud,1,1.84E-06,1,2.28E-06,0,0,2
falcons,1,1.84E-06,1,2.28E-06,0,0,2
juliana,1,1.84E-06,1,2.28E-06,0,0,3
museums,1,1.84E-06,1,2.28E-06,0,0,2
knowles,1,1.84E-06,1,2.28E-06,0,0,2
runways,1,1.84E-06,1,2.28E-06,0,0,2
mailbox,1,1.84E-06,1,2.28E-06,0,0,2
nowwere,1,1.84E-06,1,2.28E-06,0,0,2
meaningfully,1,1.84E-06,1,2.28E-06,0,0,4
fbijust,1,1.84E-06,1,2.28E-06,0,0,2
shulkin,1,1.84E-06,1,2.28E-06,0,0,2
lawfare,1,1.84E-06,1,2.28E-06,0,0,2
crafted,1,1.84E-06,1,2.28E-06,0,0,1
dcthank,1,1.84E-06,1,2.28E-06,0,0,1
murdoch,1,1.84E-06,1,2.28E-06,0,0,2
interfe,1,1.84E-06,1,2.28E-06,0,0,2
minorities,1,1.84E-06,1,2.28E-06,0,0,4
swamped,1,1.84E-06,1,2.28E-06,0,0,1
unequivocally,1,1.84E-06,1,2.28E-06,0,0,6
naively,1,1.84E-06,1,2.28E-06,0,0,3
manhunt,1,1.84E-06,1,2.28E-06,0,0,2
supteme,1,1.84E-06,1,2.28E-06,0,0,2
tsunami,1,1.84E-06,1,2.28E-06,0,0,3
relitigate,1,1.84E-06,1,2.28E-06,0,0,4
useable,1,1.84E-06,1,2.28E-06,0,0,3
kristol,1,1.84E-06,1,2.28E-06,0,0,2
philladelphia,1,1.84E-06,1,2.28E-06,0,0,4
whizzed,1,1.84E-06,1,2.28E-06,0,0,1
dunford,1,1.84E-06,1,2.28E-06,0,0,2
bracing,1,1.84E-06,1,2.28E-06,0,0,2
violate,1,1.84E-06,1,2.28E-06,0,0,2
pushers,1,1.84E-06,1,2.28E-06,0,0,2
installations,1,1.84E-06,1,2.28E-06,0,0,4
epstein,1,1.84E-06,1,2.28E-06,0,0,2
securityno,1,1.84E-06,1,2.28E-06,0,0,5
tijuana,1,1.84E-06,1,2.28E-06,0,0,3
backlog,1,1.84E-06,1,2.28E-06,0,0,2
resting,1,1.84E-06,1,2.28E-06,0,0,2
woolsey,1,1.84E-06,1,2.28E-06,0,0,2
falsify,1,1.84E-06,1,2.28E-06,0,0,3
krysten,1,1.84E-06,1,2.28E-06,0,0,2
harmony,1,1.84E-06,1,2.28E-06,0,0,3
dodgers,1,1.84E-06,1,2.28E-06,0,0,2
stifled,1,1.84E-06,1,2.28E-06,0,0,1
chanded,1,1.84E-06,1,2.28E-06,0,0,1
paulsen,1,1.84E-06,1,2.28E-06,0,0,2
dakotas,1,1.84E-06,1,2.28E-06,0,0,3
horrors,1,1.84E-06,1,2.28E-06,0,0,2
desires,1,1.84E-06,1,2.28E-06,0,0,2
wherein,1,1.84E-06,1,2.28E-06,0,0,2
danials,1,1.84E-06,1,2.28E-06,0,0,2
arabian,1,1.84E-06,1,2.28E-06,0,0,3
shapiro,1,1.84E-06,1,2.28E-06,0,0,3
eugenie,1,1.84E-06,1,2.28E-06,0,0,3
ulysses,1,1.84E-06,1,2.28E-06,0,0,2
kristin,1,1.84E-06,1,2.28E-06,0,0,2
reseach,1,1.84E-06,1,2.28E-06,0,0,2
expanse,1,1.84E-06,1,2.28E-06,0,0,2
tristan,1,1.84E-06,1,2.28E-06,0,0,2
minster,1,1.84E-06,1,2.28E-06,0,0,2
ferrara,1,1.84E-06,1,2.28E-06,0,0,3
dipping,1,1.84E-06,1,2.28E-06,0,0,2
honorwe,1,1.84E-06,1,2.28E-06,0,0,2
couched,1,1.84E-06,1,2.28E-06,0,0,1
bankers,1,1.84E-06,1,2.28E-06,0,0,2
relates,1,1.84E-06,1,2.28E-06,0,0,2
katelyn,1,1.84E-06,1,2.28E-06,0,0,3
intentionally,1,1.84E-06,1,2.28E-06,0,0,5
choking,1,1.84E-06,1,2.28E-06,0,0,2
cosumer,1,1.84E-06,1,2.28E-06,0,0,3
bolster,1,1.84E-06,1,2.28E-06,0,0,2
inflict,1,1.84E-06,1,2.28E-06,0,0,2
jurists,1,1.84E-06,1,2.28E-06,0,0,2
foreman,1,1.84E-06,1,2.28E-06,0,0,3
blinded,1,1.84E-06,1,2.28E-06,0,0,1
filters,1,1.84E-06,1,2.28E-06,0,0,2
fudging,1,1.84E-06,1,2.28E-06,0,0,2
exponentially,1,1.84E-06,1,2.28E-06,0,0,5
uschina,1,1.84E-06,1,2.28E-06,0,0,3
complexity,1,1.84E-06,1,2.28E-06,0,0,4
gravely,1,1.84E-06,1,2.28E-06,0,0,3
strategically,1,1.84E-06,1,2.28E-06,0,0,5
unglued,1,1.84E-06,1,2.28E-06,0,0,2
firings,1,1.84E-06,1,2.28E-06,0,0,2
weeding,1,1.84E-06,1,2.28E-06,0,0,2
blunder,1,1.84E-06,1,2.28E-06,0,0,2
hightax,1,1.84E-06,1,2.28E-06,0,0,2
purport,1,1.84E-06,1,2.28E-06,0,0,2
shopped,1,1.84E-06,1,2.28E-06,0,0,1
koreans,1,1.84E-06,1,2.28E-06,0,0,2
stauber,1,1.84E-06,1,2.28E-06,0,0,2
tamping,1,1.84E-06,1,2.28E-06,0,0,2
kasichs,1,1.84E-06,1,2.28E-06,0,0,2
ratchet,1,1.84E-06,1,2.28E-06,0,0,2
cometax,1,1.84E-06,1,2.28E-06,0,0,3
stivers,1,1.84E-06,1,2.28E-06,0,0,2
alfonse,1,1.84E-06,1,2.28E-06,0,0,2
darling,1,1.84E-06,1,2.28E-06,0,0,2
plastic,1,1.84E-06,1,2.28E-06,0,0,2
morphed,1,1.84E-06,1,2.28E-06,0,0,1
recheck,1,1.84E-06,1,2.28E-06,0,0,2
simplicity,1,1.84E-06,1,2.28E-06,0,0,4
tribune,1,1.84E-06,1,2.28E-06,0,0,2
pretext,1,1.84E-06,1,2.28E-06,0,0,2
pagewas,1,1.84E-06,1,2.28E-06,0,0,3
slapped,1,1.84E-06,1,2.28E-06,0,0,1
dodging,1,1.84E-06,1,2.28E-06,0,0,2
posture,1,1.84E-06,1,2.28E-06,0,0,2
julyour,1,1.84E-06,1,2.28E-06,0,0,3
scheels,1,1.84E-06,1,2.28E-06,0,0,1
crowley,1,1.84E-06,1,2.28E-06,0,0,2
drunken,1,1.84E-06,1,2.28E-06,0,0,2
mukasey,1,1.84E-06,1,2.28E-06,0,0,3
commanded,1,1.84E-06,1,2.28E-06,0,0,2
disillusioned,1,1.84E-06,1,2.28E-06,0,0,4
ignores,1,1.84E-06,1,2.28E-06,0,0,2
fairest,1,1.84E-06,1,2.28E-06,0,0,2
letizia,1,1.84E-06,1,2.28E-06,0,0,3
tenuous,1,1.84E-06,1,2.28E-06,0,0,3
juncker,1,1.84E-06,1,2.28E-06,0,0,2
ushered,1,1.84E-06,1,2.28E-06,0,0,2
justins,1,1.84E-06,1,2.28E-06,0,0,2
somolia,1,1.84E-06,1,2.28E-06,0,0,3
merrily,1,1.84E-06,1,2.28E-06,0,0,3
metcalf,1,1.84E-06,1,2.28E-06,0,0,2
worldhe,1,1.84E-06,1,2.28E-06,0,0,1
reptrey,1,1.84E-06,1,2.28E-06,0,0,2
wiretap,1,1.84E-06,1,2.28E-06,0,0,3
progressits,1,1.84E-06,0,0,9.47E-06,1,3
genesis,1,1.84E-06,1,2.28E-06,0,0,3
folding,1,1.84E-06,1,2.28E-06,0,0,2
sponsor,1,1.84E-06,1,2.28E-06,0,0,2
probers,1,1.84E-06,1,2.28E-06,0,0,2
stateno,1,1.84E-06,1,2.28E-06,0,0,3
spoiled,1,1.84E-06,1,2.28E-06,0,0,1
ainsley,1,1.84E-06,1,2.28E-06,0,0,2
unequal,1,1.84E-06,1,2.28E-06,0,0,3
stamina,1,1.84E-06,1,2.28E-06,0,0,3
bernadette,1,1.84E-06,1,2.28E-06,0,0,3
testers,1,1.84E-06,1,2.28E-06,0,0,2
foxnews,1,1.84E-06,1,2.28E-06,0,0,2
matalin,1,1.84E-06,1,2.28E-06,0,0,3
recollections,1,1.84E-06,1,2.28E-06,0,0,4
peepers,1,1.84E-06,1,2.28E-06,0,0,2
crimson,1,1.84E-06,1,2.28E-06,0,0,2
tarrifs,1,1.84E-06,1,2.28E-06,0,0,2
sealing,1,1.84E-06,1,2.28E-06,0,0,2
nutritional,1,1.84E-06,0,0,9.47E-06,1,4
estonia,1,1.84E-06,1,2.28E-06,0,0,3
robbery,1,1.84E-06,1,2.28E-06,0,0,3
refined,1,1.84E-06,1,2.28E-06,0,0,2
conceal,1,1.84E-06,1,2.28E-06,0,0,2
saucier,1,1.84E-06,1,2.28E-06,0,0,2
xinping,1,1.84E-06,1,2.28E-06,0,0,2
emerged,1,1.84E-06,1,2.28E-06,0,0,2
sixteen,1,1.84E-06,1,2.28E-06,0,0,2
christi,1,1.84E-06,1,2.28E-06,0,0,2
redrawn,1,1.84E-06,1,2.28E-06,0,0,2
somehow,1,1.84E-06,1,2.28E-06,0,0,3
swaying,1,1.84E-06,1,2.28E-06,0,0,2
goalrob,1,1.84E-06,1,2.28E-06,0,0,2
goldman,1,1.84E-06,1,2.28E-06,0,0,2
sustain,1,1.84E-06,1,2.28E-06,0,0,2
erratic,1,1.84E-06,1,2.28E-06,0,0,3
kruczek,1,1.84E-06,1,2.28E-06,0,0,2
invoked,1,1.84E-06,1,2.28E-06,0,0,2
cancels,1,1.84E-06,1,2.28E-06,0,0,2
nearing,1,1.84E-06,1,2.28E-06,0,0,2
preston,1,1.84E-06,1,2.28E-06,0,0,2
samsung,1,1.84E-06,1,2.28E-06,0,0,2
grading,1,1.84E-06,1,2.28E-06,0,0,2
evolved,1,1.84E-06,1,2.28E-06,0,0,2
risking,1,1.84E-06,1,2.28E-06,0,0,2
smashed,1,1.84E-06,1,2.28E-06,0,0,1
solberg,1,1.84E-06,1,2.28E-06,0,0,2
inocent,1,1.84E-06,1,2.28E-06,0,0,3
dictate,1,1.84E-06,1,2.28E-06,0,0,2
striped,1,1.84E-06,1,2.28E-06,0,0,1
vandyke,1,1.84E-06,1,2.28E-06,0,0,2
nonstop,1,1.84E-06,1,2.28E-06,0,0,2
pramila,1,1.84E-06,1,2.28E-06,0,0,3
jayapal,1,1.84E-06,1,2.28E-06,0,0,3
panders,1,1.84E-06,1,2.28E-06,0,0,2
angered,1,1.84E-06,1,2.28E-06,0,0,2
maureen,1,1.84E-06,1,2.28E-06,0,0,2
mcgahns,1,1.84E-06,1,2.28E-06,0,0,1
citizensyou,1,1.84E-06,0,0,9.47E-06,1,5
specify,1,1.84E-06,1,2.28E-06,0,0,3
filmmakers,1,1.84E-06,0,0,9.47E-06,1,3
escaped,1,1.84E-06,1,2.28E-06,0,0,2
suppose,1,1.84E-06,1,2.28E-06,0,0,2
whistle,1,1.84E-06,1,2.28E-06,0,0,2
english,1,1.84E-06,1,2.28E-06,0,0,2
weasels,1,1.84E-06,1,2.28E-06,0,0,2
bravado,1,1.84E-06,1,2.28E-06,0,0,3
refered,1,1.84E-06,1,2.28E-06,0,0,2
mazloum,1,1.84E-06,1,2.28E-06,0,0,2
accepts,1,1.84E-06,1,2.28E-06,0,0,2
zuckers,1,1.84E-06,1,2.28E-06,0,0,2
turkeys,1,1.84E-06,1,2.28E-06,0,0,2
hapgood,1,1.84E-06,1,2.28E-06,0,0,2
mansion,1,1.84E-06,1,2.28E-06,0,0,2
beetles,1,1.84E-06,1,2.28E-06,0,0,2
premise,1,1.84E-06,1,2.28E-06,0,0,2
leaning,1,1.84E-06,1,2.28E-06,0,0,2
incomrs,1,1.84E-06,1,2.28E-06,0,0,2
hostess,1,1.84E-06,1,2.28E-06,0,0,2
empires,1,1.84E-06,1,2.28E-06,0,0,2
enraged,1,1.84E-06,1,2.28E-06,0,0,2
medicar,1,1.84E-06,1,2.28E-06,0,0,3
rispone,1,1.84E-06,1,2.28E-06,0,0,2
venture,1,1.84E-06,1,2.28E-06,0,0,2
implies,1,1.84E-06,1,2.28E-06,0,0,2
savages,1,1.84E-06,1,2.28E-06,0,0,2
bizarre,1,1.84E-06,1,2.28E-06,0,0,2
schemes,1,1.84E-06,1,2.28E-06,0,0,1
planetthats,1,1.84E-06,0,0,9.47E-06,1,3
storied,1,1.84E-06,1,2.28E-06,0,0,2
economicsit,1,1.84E-06,0,0,9.47E-06,1,5
showbiz,1,1.84E-06,1,2.28E-06,0,0,2
resorts,1,1.84E-06,1,2.28E-06,0,0,2
tweeted,1,1.84E-06,1,2.28E-06,0,0,1
flaming,1,1.84E-06,1,2.28E-06,0,0,2
swapped,1,1.84E-06,1,2.28E-06,0,0,1
fixated,1,1.84E-06,1,2.28E-06,0,0,2
messing,1,1.84E-06,1,2.28E-06,0,0,2
terrify,1,1.84E-06,1,2.28E-06,0,0,3
sadique,1,1.84E-06,1,2.28E-06,0,0,3
leisure,1,1.84E-06,1,2.28E-06,0,0,2
retrain,1,1.84E-06,1,2.28E-06,0,0,2
upfront,1,1.84E-06,1,2.28E-06,0,0,2
thanked,1,1.84E-06,1,2.28E-06,0,0,1
scolded,1,1.84E-06,1,2.28E-06,0,0,1
forgave,1,1.84E-06,1,2.28E-06,0,0,2
fantastically,1,1.84E-06,1,2.28E-06,0,0,5
smartly,1,1.84E-06,1,2.28E-06,0,0,2
kneecap,1,1.84E-06,1,2.28E-06,0,0,2
electronically,1,1.84E-06,1,2.28E-06,0,0,6
warrens,1,1.84E-06,1,2.28E-06,0,0,2
emanuel,1,1.84E-06,1,2.28E-06,0,0,3
fifties,1,1.84E-06,1,2.28E-06,0,0,2
marquis,1,1.84E-06,1,2.28E-06,0,0,2
moulton,1,1.84E-06,1,2.28E-06,0,0,2
entries,1,1.84E-06,1,2.28E-06,0,0,2
kashmir,1,1.84E-06,1,2.28E-06,0,0,2
jokebut,1,1.84E-06,1,2.28E-06,0,0,3
nazisin,1,1.84E-06,1,2.28E-06,0,0,3
beatles,1,1.84E-06,1,2.28E-06,0,0,2
rashida,1,1.84E-06,1,2.28E-06,0,0,3
reaping,1,1.84E-06,1,2.28E-06,0,0,2
cursing,1,1.84E-06,1,2.28E-06,0,0,2
proportionally,1,1.84E-06,1,2.28E-06,0,0,5
deutsch,1,1.84E-06,1,2.28E-06,0,0,1
ussouth,1,1.84E-06,1,2.28E-06,0,0,2
racists,1,1.84E-06,1,2.28E-06,0,0,2
revises,1,1.84E-06,1,2.28E-06,0,0,2
depress,1,1.84E-06,1,2.28E-06,0,0,2
sherrod,1,1.84E-06,1,2.28E-06,0,0,2
samurai,1,1.84E-06,1,2.28E-06,0,0,3
merkels,1,1.84E-06,1,2.28E-06,0,0,2
systematically,1,1.84E-06,1,2.28E-06,0,0,6
neutral,1,1.84E-06,1,2.28E-06,0,0,2
strongl,1,1.84E-06,1,2.28E-06,0,0,1
preside,1,1.84E-06,1,2.28E-06,0,0,2
assumed,1,1.84E-06,1,2.28E-06,0,0,2
arresed,1,1.84E-06,1,2.28E-06,0,0,2
pickens,1,1.84E-06,1,2.28E-06,0,0,2
equated,1,1.84E-06,1,2.28E-06,0,0,2
elijahs,1,1.84E-06,1,2.28E-06,0,0,3
summarizes,1,1.84E-06,0,0,9.47E-06,1,3
macrons,1,1.84E-06,1,2.28E-06,0,0,2
mendoza,1,1.84E-06,1,2.28E-06,0,0,3
apprise,1,1.84E-06,1,2.28E-06,0,0,2
exerted,1,1.84E-06,1,2.28E-06,0,0,2
shampoo,1,1.84E-06,1,2.28E-06,0,0,2
hagerty,1,1.84E-06,1,2.28E-06,0,0,3
seizure,1,1.84E-06,1,2.28E-06,0,0,2
censors,1,1.84E-06,1,2.28E-06,0,0,2
respondwith,1,1.84E-06,0,0,9.47E-06,1,3
explore,1,1.84E-06,1,2.28E-06,0,0,2
germans,1,1.84E-06,1,2.28E-06,0,0,2
hovered,1,1.84E-06,1,2.28E-06,0,0,2
induced,1,1.84E-06,1,2.28E-06,0,0,2
flagged,1,1.84E-06,1,2.28E-06,0,0,1
foisted,1,1.84E-06,1,2.28E-06,0,0,1
kameron,1,1.84E-06,1,2.28E-06,0,0,3
swimmingly,1,1.84E-06,1,2.28E-06,0,0,3
phantom,1,1.84E-06,1,2.28E-06,0,0,2
grisham,1,1.84E-06,1,2.28E-06,0,0,2
russias,1,1.84E-06,1,2.28E-06,0,0,2
hrasbig,1,1.84E-06,1,2.28E-06,0,0,2
whatley,1,1.84E-06,1,2.28E-06,0,0,2
bashing,1,1.84E-06,1,2.28E-06,0,0,2
intellectually,1,1.84E-06,1,2.28E-06,0,0,5
inequalitya,1,1.84E-06,0,0,9.47E-06,1,5
hailing,1,1.84E-06,1,2.28E-06,0,0,2
shoebiz,1,1.84E-06,1,2.28E-06,0,0,2
nechama,1,1.84E-06,1,2.28E-06,0,0,3
stature,1,1.84E-06,1,2.28E-06,0,0,2
excitedjohn,1,1.84E-06,0,0,9.47E-06,1,4
wishers,1,1.84E-06,1,2.28E-06,0,0,2
rightthanks,1,1.84E-06,0,0,9.47E-06,1,2
desired,1,1.84E-06,1,2.28E-06,0,0,2
meander,1,1.84E-06,1,2.28E-06,0,0,2
empress,1,1.84E-06,1,2.28E-06,0,0,2
copious,1,1.84E-06,1,2.28E-06,0,0,3
shahira,1,1.84E-06,1,2.28E-06,0,0,3
coastal,1,1.84E-06,1,2.28E-06,0,0,2
sourced,1,1.84E-06,1,2.28E-06,0,0,1
hombres,1,1.84E-06,1,2.28E-06,0,0,1
telease,1,1.84E-06,1,2.28E-06,0,0,2
adopted,1,1.84E-06,1,2.28E-06,0,0,2
amputee,1,1.84E-06,1,2.28E-06,0,0,3
yielded,1,1.84E-06,1,2.28E-06,0,0,1
reneged,1,1.84E-06,1,2.28E-06,0,0,2
percentthis,1,1.84E-06,1,2.28E-06,0,0,3
grieves,1,1.84E-06,1,2.28E-06,0,0,1
albence,1,1.84E-06,1,2.28E-06,0,0,2
switchboard,1,1.84E-06,0,0,9.47E-06,1,2
untaxed,1,1.84E-06,1,2.28E-06,0,0,2
kentuky,1,1.84E-06,1,2.28E-06,0,0,3
applies,1,1.84E-06,1,2.28E-06,0,0,2
firepac,1,1.84E-06,1,2.28E-06,0,0,3
embargo,1,1.84E-06,1,2.28E-06,0,0,3
litigations,1,1.84E-06,1,2.28E-06,0,0,4
cartoon,1,1.84E-06,1,2.28E-06,0,0,2
yisroel,1,1.84E-06,1,2.28E-06,0,0,2
potomac,1,1.84E-06,1,2.28E-06,0,0,3
adverse,1,1.84E-06,1,2.28E-06,0,0,2
closest,1,1.84E-06,1,2.28E-06,0,0,2
nastily,1,1.84E-06,1,2.28E-06,0,0,3
rebrand,1,1.84E-06,1,2.28E-06,0,0,2
telecom,1,1.84E-06,1,2.28E-06,0,0,3
securiy,1,1.84E-06,1,2.28E-06,0,0,3
gregory,1,1.84E-06,1,2.28E-06,0,0,3
reeling,1,1.84E-06,1,2.28E-06,0,0,2
mcmahon,1,1.84E-06,1,2.28E-06,0,0,2
perdues,1,1.84E-06,1,2.28E-06,0,0,2
screwup,1,1.84E-06,1,2.28E-06,0,0,2
communique,1,1.84E-06,1,2.28E-06,0,0,4
limitations,1,1.84E-06,1,2.28E-06,0,0,4
jacinda,1,1.84E-06,1,2.28E-06,0,0,3
strzoks,1,1.84E-06,1,2.28E-06,0,0,1
mosques,1,1.84E-06,1,2.28E-06,0,0,2
vetoing,1,1.84E-06,1,2.28E-06,0,0,2
frantic,1,1.84E-06,1,2.28E-06,0,0,2
dioxide,1,1.84E-06,1,2.28E-06,0,0,2
copying,1,1.84E-06,1,2.28E-06,0,0,2
extinct,1,1.84E-06,1,2.28E-06,0,0,2
traunch,1,1.84E-06,1,2.28E-06,0,0,1
newborn,1,1.84E-06,1,2.28E-06,0,0,2
cutsetc,1,1.84E-06,1,2.28E-06,0,0,2
lagging,1,1.84E-06,1,2.28E-06,0,0,2
muthana,1,1.84E-06,1,2.28E-06,0,0,3
factors,1,1.84E-06,1,2.28E-06,0,0,2
strived,1,1.84E-06,1,2.28E-06,0,0,1
iceberg,1,1.84E-06,1,2.28E-06,0,0,3
wieners,1,1.84E-06,1,2.28E-06,0,0,2
mariano,1,1.84E-06,1,2.28E-06,0,0,3
smeared,1,1.84E-06,1,2.28E-06,0,0,1
botched,1,1.84E-06,1,2.28E-06,0,0,1
feature,1,1.84E-06,1,2.28E-06,0,0,2
holders,1,1.84E-06,1,2.28E-06,0,0,2
internationally,1,1.84E-06,1,2.28E-06,0,0,6
glyptis,1,1.84E-06,1,2.28E-06,0,0,2
prudent,1,1.84E-06,1,2.28E-06,0,0,2
houlton,1,1.84E-06,1,2.28E-06,0,0,2
payback,1,1.84E-06,1,2.28E-06,0,0,2
counterfeit,1,1.84E-06,1,2.28E-06,0,0,3
noncitizens,1,1.84E-06,1,2.28E-06,0,0,4
disrespectfully,1,1.84E-06,1,2.28E-06,0,0,5
unmitigated,1,1.84E-06,1,2.28E-06,0,0,4
institution,1,1.84E-06,1,2.28E-06,0,0,4
attributing,1,1.84E-06,1,2.28E-06,0,0,4
prohibiting,1,1.84E-06,1,2.28E-06,0,0,4
whitmeropen,1,1.84E-06,1,2.28E-06,0,0,4
recruitment,1,1.84E-06,1,2.28E-06,0,0,3
antiquities,1,1.84E-06,1,2.28E-06,0,0,4
documentsit,1,1.84E-06,1,2.28E-06,0,0,4
objectivity,1,1.84E-06,1,2.28E-06,0,0,5
celebrities,1,1.84E-06,1,2.28E-06,0,0,4
arbitration,1,1.84E-06,1,2.28E-06,0,0,4
braithwaite,1,1.84E-06,1,2.28E-06,0,0,2
hostilities,1,1.84E-06,1,2.28E-06,0,0,4
scattershot,1,1.84E-06,1,2.28E-06,0,0,3
hospitality,1,1.84E-06,1,2.28E-06,0,0,5
acquisition,1,1.84E-06,1,2.28E-06,0,0,4
insensitive,1,1.84E-06,1,2.28E-06,0,0,4
maithripala,1,1.84E-06,1,2.28E-06,0,0,4
militarized,1,1.84E-06,1,2.28E-06,0,0,4
territorial,1,1.84E-06,1,2.28E-06,0,0,4
commiecast,1,1.84E-06,1,2.28E-06,0,0,3
oppressionit,1,1.84E-06,0,0,9.47E-06,1,4
communicat,1,1.84E-06,1,2.28E-06,0,0,4
commentary,1,1.84E-06,1,2.28E-06,0,0,4
politicsthis,1,1.84E-06,0,0,9.47E-06,1,4
insuranceits,1,1.84E-06,0,0,9.47E-06,1,4
cuttingstock,1,1.84E-06,1,2.28E-06,0,0,3
productivity,1,1.84E-06,0,0,9.47E-06,1,5
geopolitical,1,1.84E-06,0,0,9.47E-06,1,5
necessitynot,1,1.84E-06,0,0,9.47E-06,1,5
undercutting,1,1.84E-06,1,2.28E-06,0,0,4
availability,1,1.84E-06,0,0,9.47E-06,1,6
politicianif,1,1.84E-06,1,2.28E-06,0,0,5
electability,1,1.84E-06,1,2.28E-06,0,0,6
commonsense,1,1.84E-06,0,0,9.47E-06,1,3
hospitalvery,1,1.84E-06,1,2.28E-06,0,0,5
counterattack,1,1.84E-06,1,2.28E-06,0,0,4
azithromycin,1,1.84E-06,1,2.28E-06,0,0,5
summarizing,1,1.84E-06,0,0,9.47E-06,1,4
reconstitute,1,1.84E-06,1,2.28E-06,0,0,4
commentator,1,1.84E-06,1,2.28E-06,0,0,4
prioritizing,1,1.84E-06,1,2.28E-06,0,0,4
politicizing,1,1.84E-06,1,2.28E-06,0,0,5
securityisis,1,1.84E-06,1,2.28E-06,0,0,5
capabilities,1,1.84E-06,1,2.28E-06,0,0,5
cutssecurity,1,1.84E-06,1,2.28E-06,0,0,5
prohibitions,1,1.84E-06,1,2.28E-06,0,0,4
smithsonians,1,1.84E-06,1,2.28E-06,0,0,3
battlegrounds,1,1.84E-06,1,2.28E-06,0,0,3
hypocritical,1,1.84E-06,1,2.28E-06,0,0,5
facilitation,1,1.84E-06,1,2.28E-06,0,0,5
whitewashing,1,1.84E-06,1,2.28E-06,0,0,4
acquisitions,1,1.84E-06,1,2.28E-06,0,0,4
unpopularity,1,1.84E-06,1,2.28E-06,0,0,6
malnutrition,1,1.84E-06,1,2.28E-06,0,0,4
definitively,1,1.84E-06,1,2.28E-06,0,0,6
counterfeits,1,1.84E-06,1,2.28E-06,0,0,3
communicate,1,1.84E-06,1,2.28E-06,0,0,4
facilitating,1,1.84E-06,1,2.28E-06,0,0,5
overcapacity,1,1.84E-06,1,2.28E-06,0,0,6
legitimately,1,1.84E-06,1,2.28E-06,0,0,6
prohibitively,1,1.84E-06,0,0,9.47E-06,1,6
transitioning,1,1.84E-06,1,2.28E-06,0,0,4
profitability,1,1.84E-06,1,2.28E-06,0,0,6
reconstituted,1,1.84E-06,1,2.28E-06,0,0,4
resuscitation,1,1.84E-06,1,2.28E-06,0,0,5
dependability,1,1.84E-06,1,2.28E-06,0,0,6
homosexuality,1,1.84E-06,1,2.28E-06,0,0,6
programming,1,1.84E-06,1,2.28E-06,0,0,3
politicization,1,1.84E-06,1,2.28E-06,0,0,6
rehabilitation,1,1.84E-06,1,2.28E-06,0,0,6
vulnerabilities,1,1.84E-06,1,2.28E-06,0,0,6
hospitalizations,1,1.84E-06,1,2.28E-06,0,0,6
yoursbig,1,1.84E-06,0,0,9.47E-06,1,2
glaciers,1,1.84E-06,0,0,9.47E-06,1,2
bearssee,1,1.84E-06,0,0,9.47E-06,1,2
handchip,1,1.84E-06,0,0,9.47E-06,1,2
octobera,1,1.84E-06,0,0,9.47E-06,1,4
planshow,1,1.84E-06,0,0,9.47E-06,1,2
yearthat,1,1.84E-06,0,0,9.47E-06,1,2
mckinley,1,1.84E-06,0,0,9.47E-06,1,2
applause,1,1.84E-06,0,0,9.47E-06,1,2
embraced,1,1.84E-06,0,0,9.47E-06,1,2
achieves,1,1.84E-06,0,0,9.47E-06,1,2
yearwish,1,1.84E-06,0,0,9.47E-06,1,2
clementa,1,1.84E-06,0,0,9.47E-06,1,3
pinckney,1,1.84E-06,0,0,9.47E-06,1,2
nonetheless,1,1.84E-06,1,2.28E-06,0,0,4
fourteen,1,1.84E-06,0,0,9.47E-06,1,2
cuteness,1,1.84E-06,0,0,9.47E-06,1,3
stewards,1,1.84E-06,0,0,9.47E-06,1,2
deniedor,1,1.84E-06,0,0,9.47E-06,1,3
catalyst,1,1.84E-06,0,0,9.47E-06,1,3
classnot,1,1.84E-06,0,0,9.47E-06,1,2
valuable,1,1.84E-06,0,0,9.47E-06,1,3
boehners,1,1.84E-06,0,0,9.47E-06,1,2
worrying,1,1.84E-06,0,0,9.47E-06,1,2
endanger,1,1.84E-06,0,0,9.47E-06,1,3
