trump_word,trump_count,trump_frequency,trump_syllable,,obama_word,obama_frequency,obama_count,obama_syllable
shredded,1,2.28E-06,1,,,,,
stagnant,1,2.28E-06,2,,,,,
knockout,1,2.28E-06,2,,,,,
shepherd,1,2.28E-06,2,,,,,
alerting,1,2.28E-06,3,,,,,
keyboard,1,2.28E-06,2,,,,,
walorski,1,2.28E-06,3,,,,,
dumpster,1,2.28E-06,2,,,,,
concasts,1,2.28E-06,2,,,,,
redstone,1,2.28E-06,2,,,,,
ironclad,1,2.28E-06,3,,,,,
lankford,1,2.28E-06,2,,,,,
montanas,1,2.28E-06,3,,,,,
bungling,1,2.28E-06,2,,,,,
concepts,1,2.28E-06,2,,,,,
majewski,1,2.28E-06,3,,,,,
monumrnt,1,2.28E-06,2,,,,,
wildwood,1,2.28E-06,2,,,,,
ginsberg,1,2.28E-06,2,,,,,
hometown,1,2.28E-06,3,,,,,
planmore,1,2.28E-06,2,,,,,
assisted,1,2.28E-06,2,,,,,
gofundme,1,2.28E-06,2,,,,,
isolated,1,2.28E-06,3,,,,,
unsteady,1,2.28E-06,3,,,,,
ravaging,1,2.28E-06,3,,,,,
Ø´Ø±Ú©Øª,1,2.28E-06,#ERROR!,,,,,
parscale,1,2.28E-06,3,,,,,
unifying,1,2.28E-06,3,,,,,
marshals,1,2.28E-06,2,,,,,
enriched,1,2.28E-06,2,,,,,
gunboats,1,2.28E-06,2,,,,,
eastport,1,2.28E-06,2,,,,,
lobsters,1,2.28E-06,2,,,,,
overused,1,2.28E-06,3,,,,,
tabulate,1,2.28E-06,3,,,,,
bloombeg,1,2.28E-06,2,,,,,
imperils,1,2.28E-06,3,,,,,
fisagate,1,2.28E-06,3,,,,,
charlies,1,2.28E-06,2,,,,,
rudeness,1,2.28E-06,3,,,,,
indebted,1,2.28E-06,2,,,,,
fedexcup,1,2.28E-06,3,,,,,
enablers,1,2.28E-06,3,,,,,
sunlight,1,2.28E-06,2,,,,,
offender,1,2.28E-06,3,,,,,
plugging,1,2.28E-06,2,,,,,
thuggery,1,2.28E-06,3,,,,,
lateness,1,2.28E-06,3,,,,,
dominate,1,2.28E-06,3,,,,,
bargains,1,2.28E-06,2,,,,,
remotely,1,2.28E-06,4,,,,,
securely,1,2.28E-06,4,,,,,
failings,1,2.28E-06,2,,,,,
defender,1,2.28E-06,3,,,,,
hartzler,1,2.28E-06,2,,,,,
jpmorgan,1,2.28E-06,2,,,,,
solemnly,1,2.28E-06,3,,,,,
dzhokhar,1,2.28E-06,2,,,,,
tsarnaev,1,2.28E-06,2,,,,,
arizonas,1,2.28E-06,4,,,,,
floridas,1,2.28E-06,3,,,,,
railways,1,2.28E-06,2,,,,,
motivate,1,2.28E-06,3,,,,,
squadron,1,2.28E-06,2,,,,,
exposeda,1,2.28E-06,4,,,,,
stadiums,1,2.28E-06,2,,,,,
creators,1,2.28E-06,2,,,,,
monterey,1,2.28E-06,3,,,,,
wishbone,1,2.28E-06,2,,,,,
gobblers,1,2.28E-06,2,,,,,
marshawn,1,2.28E-06,2,,,,,
liangelo,1,2.28E-06,3,,,,,
wdiverse,1,2.28E-06,2,,,,,
cultures,1,2.28E-06,2,,,,,
storming,1,2.28E-06,2,,,,,
griparmy,1,2.28E-06,3,,,,,
yearfour,1,2.28E-06,2,,,,,
brazenly,1,2.28E-06,3,,,,,
fakenews,1,2.28E-06,3,,,,,
licenses,1,2.28E-06,2,,,,,
ingrates,1,2.28E-06,2,,,,,
racefake,1,2.28E-06,3,,,,,
aligning,1,2.28E-06,3,,,,,
advising,1,2.28E-06,3,,,,,
tortured,1,2.28E-06,2,,,,,
deceived,1,2.28E-06,2,,,,,
koreanot,1,2.28E-06,3,,,,,
noticing,1,2.28E-06,3,,,,,
lifecont,1,2.28E-06,3,,,,,
malaysia,1,2.28E-06,3,,,,,
andeavor,1,2.28E-06,3,,,,,
refinery,1,2.28E-06,4,,,,,
legalize,1,2.28E-06,3,,,,,
harveymy,1,2.28E-06,3,,,,,
retaking,1,2.28E-06,3,,,,,
strongto,1,2.28E-06,2,,,,,
pershing,1,2.28E-06,2,,,,,
unwisely,1,2.28E-06,4,,,,,
rebounds,1,2.28E-06,2,,,,,
renovate,1,2.28E-06,3,,,,,
sanction,1,2.28E-06,2,,,,,
burdened,1,2.28E-06,2,,,,,
intraday,1,2.28E-06,3,,,,,
susteren,1,2.28E-06,3,,,,,
enquirer,1,2.28E-06,3,,,,,
guardian,1,2.28E-06,2,,,,,
kirkwood,1,2.28E-06,2,,,,,
bleached,1,2.28E-06,1,,,,,
washpost,1,2.28E-06,2,,,,,
nguyá»…n,1,2.28E-06,1,,,,,
taormina,1,2.28E-06,3,,,,,
welcomed,1,2.28E-06,2,,,,,
rocketry,1,2.28E-06,3,,,,,
signings,1,2.28E-06,2,,,,,
tumbling,1,2.28E-06,2,,,,,
enhances,1,2.28E-06,2,,,,,
atlantas,1,2.28E-06,3,,,,,
mcgarvey,1,2.28E-06,2,,,,,
unmasked,1,2.28E-06,2,,,,,
trucking,1,2.28E-06,2,,,,,
phadraig,1,2.28E-06,2,,,,,
linkedin,1,2.28E-06,3,,,,,
culturea,1,2.28E-06,3,,,,,
leopoldo,1,2.28E-06,3,,,,,
reprieve,1,2.28E-06,2,,,,,
krzanich,1,2.28E-06,2,,,,,
berkeley,1,2.28E-06,3,,,,,
energies,1,2.28E-06,3,,,,,
outgoing,1,2.28E-06,2,,,,,
mcdonald,1,2.28E-06,2,,,,,
factstoo,1,2.28E-06,2,,,,,
pressing,1,2.28E-06,2,,,,,
evanchos,1,2.28E-06,3,,,,,
careless,1,2.28E-06,3,,,,,
eleventh,1,2.28E-06,3,,,,,
explores,1,2.28E-06,2,,,,,
builthas,1,2.28E-06,2,,,,,
pesident,1,2.28E-06,3,,,,,
exceeded,1,2.28E-06,2,,,,,
populism,1,2.28E-06,3,,,,,
adjourns,1,2.28E-06,2,,,,,
carafano,1,2.28E-06,4,,,,,
fbicomey,1,2.28E-06,3,,,,,
exploded,1,2.28E-06,2,,,,,
protocol,1,2.28E-06,3,,,,,
elegance,1,2.28E-06,3,,,,,
crafting,1,2.28E-06,2,,,,,
preamble,1,2.28E-06,2,,,,,
gulfport,1,2.28E-06,2,,,,,
eventual,1,2.28E-06,3,,,,,
climbers,1,2.28E-06,2,,,,,
mistreat,1,2.28E-06,2,,,,,
workings,1,2.28E-06,2,,,,,
contains,1,2.28E-06,2,,,,,
portions,1,2.28E-06,2,,,,,
suresnes,1,2.28E-06,2,,,,,
evacuate,1,2.28E-06,3,,,,,
hultgren,1,2.28E-06,2,,,,,
mckenzie,1,2.28E-06,2,,,,,
squirrel,1,2.28E-06,2,,,,,
walkaway,1,2.28E-06,3,,,,,
thunders,1,2.28E-06,2,,,,,
enlisted,1,2.28E-06,2,,,,,
reverent,1,2.28E-06,3,,,,,
simpsons,1,2.28E-06,2,,,,,
princess,1,2.28E-06,2,,,,,
shoutout,1,2.28E-06,2,,,,,
lacrosse,1,2.28E-06,2,,,,,
nepotism,1,2.28E-06,3,,,,,
troopers,1,2.28E-06,2,,,,,
darkened,1,2.28E-06,2,,,,,
arsonist,1,2.28E-06,3,,,,,
elevator,1,2.28E-06,4,,,,,
riveting,1,2.28E-06,3,,,,,
wheeling,1,2.28E-06,2,,,,,
newfound,1,2.28E-06,2,,,,,
undercut,1,2.28E-06,3,,,,,
flailing,1,2.28E-06,2,,,,,
cnbcalso,1,2.28E-06,2,,,,,
nicholas,1,2.28E-06,3,,,,,
amendmen,1,2.28E-06,3,,,,,
retarded,1,2.28E-06,2,,,,,
renowned,1,2.28E-06,2,,,,,
fumbling,1,2.28E-06,2,,,,,
weissman,1,2.28E-06,2,,,,,
function,1,2.28E-06,2,,,,,
rosemary,1,2.28E-06,4,,,,,
referral,1,2.28E-06,3,,,,,
morphing,1,2.28E-06,2,,,,,
michaels,1,2.28E-06,2,,,,,
blinders,1,2.28E-06,2,,,,,
formerly,1,2.28E-06,3,,,,,
premised,1,2.28E-06,2,,,,,
resulted,1,2.28E-06,2,,,,,
massages,1,2.28E-06,2,,,,,
vanguard,1,2.28E-06,2,,,,,
honolulu,1,2.28E-06,4,,,,,
improper,1,2.28E-06,3,,,,,
snipping,1,2.28E-06,2,,,,,
cautious,1,2.28E-06,3,,,,,
novartis,1,2.28E-06,3,,,,,
exerting,1,2.28E-06,3,,,,,
leftwing,1,2.28E-06,2,,,,,
portugal,1,2.28E-06,3,,,,,
canopies,1,2.28E-06,3,,,,,
clarence,1,2.28E-06,2,,,,,
sidekick,1,2.28E-06,3,,,,,
melanias,1,2.28E-06,3,,,,,
password,1,2.28E-06,2,,,,,
distroys,1,2.28E-06,2,,,,,
lingered,1,2.28E-06,2,,,,,
downplay,1,2.28E-06,2,,,,,
embraces,1,2.28E-06,2,,,,,
ovechkin,1,2.28E-06,3,,,,,
sighting,1,2.28E-06,2,,,,,
facelift,1,2.28E-06,3,,,,,
burglary,1,2.28E-06,3,,,,,
faulkner,1,2.28E-06,2,,,,,
himselfi,1,2.28E-06,3,,,,,
escaping,1,2.28E-06,3,,,,,
offended,1,2.28E-06,2,,,,,
lawmaker,1,2.28E-06,3,,,,,
tapestry,1,2.28E-06,3,,,,,
prairies,1,2.28E-06,2,,,,,
nurtured,1,2.28E-06,2,,,,,
operator,1,2.28E-06,4,,,,,
guterres,1,2.28E-06,2,,,,,
mauricio,1,2.28E-06,3,,,,,
embedded,1,2.28E-06,2,,,,,
shortest,1,2.28E-06,2,,,,,
retainer,1,2.28E-06,3,,,,,
screwing,1,2.28E-06,2,,,,,
hercules,1,2.28E-06,3,,,,,
triumphs,1,2.28E-06,1,,,,,
octobers,1,2.28E-06,3,,,,,
northcom,1,2.28E-06,2,,,,,
southcom,1,2.28E-06,2,,,,,
breeding,1,2.28E-06,2,,,,,
deflated,1,2.28E-06,2,,,,,
cradling,1,2.28E-06,2,,,,,
mindless,1,2.28E-06,2,,,,,
truejust,1,2.28E-06,2,,,,,
relating,1,2.28E-06,3,,,,,
humboldt,1,2.28E-06,2,,,,,
youtubes,1,2.28E-06,2,,,,,
moonbeam,1,2.28E-06,2,,,,,
companys,1,2.28E-06,3,,,,,
shulkins,1,2.28E-06,2,,,,,
casedont,1,2.28E-06,3,,,,,
swapping,1,2.28E-06,2,,,,,
handover,1,2.28E-06,3,,,,,
yearmost,1,2.28E-06,2,,,,,
sourceor,1,2.28E-06,2,,,,,
choirboy,1,2.28E-06,2,,,,,
aviators,1,2.28E-06,3,,,,,
startled,1,2.28E-06,1,,,,,
kristian,1,2.28E-06,2,,,,,
addicted,1,2.28E-06,2,,,,,
gridiron,1,2.28E-06,3,,,,,
appealed,1,2.28E-06,2,,,,,
firearms,1,2.28E-06,2,,,,,
scripted,1,2.28E-06,1,,,,,
ministry,1,2.28E-06,3,,,,,
kenstarr,1,2.28E-06,2,,,,,
grassley,1,2.28E-06,2,,,,,
branches,1,2.28E-06,1,,,,,
enforcer,1,2.28E-06,3,,,,,
genocide,1,2.28E-06,3,,,,,
grounded,1,2.28E-06,1,,,,,
overdose,1,2.28E-06,3,,,,,
domenech,1,2.28E-06,3,,,,,
reflexes,1,2.28E-06,2,,,,,
stumbles,1,2.28E-06,2,,,,,
armynavy,1,2.28E-06,4,,,,,
granting,1,2.28E-06,2,,,,,
shootout,1,2.28E-06,2,,,,,
pivoting,1,2.28E-06,3,,,,,
repeated,1,2.28E-06,2,,,,,
barbaric,1,2.28E-06,3,,,,,
spencers,1,2.28E-06,2,,,,,
stefanik,1,2.28E-06,3,,,,,
unspoken,1,2.28E-06,3,,,,,
henchman,1,2.28E-06,2,,,,,
altering,1,2.28E-06,3,,,,,
hysteria,1,2.28E-06,3,,,,,
discused,1,2.28E-06,2,,,,,
remained,1,2.28E-06,2,,,,,
envision,1,2.28E-06,3,,,,,
remedies,1,2.28E-06,3,,,,,
levinson,1,2.28E-06,3,,,,,
baghdadi,1,2.28E-06,3,,,,,
monsters,1,2.28E-06,2,,,,,
chutzpah,1,2.28E-06,2,,,,,
stoppers,1,2.28E-06,2,,,,,
adjusted,1,2.28E-06,2,,,,,
validate,1,2.28E-06,3,,,,,
discreet,1,2.28E-06,2,,,,,
murderer,1,2.28E-06,3,,,,,
conjures,1,2.28E-06,2,,,,,
reformat,1,2.28E-06,3,,,,,
derelict,1,2.28E-06,3,,,,,
diplomat,1,2.28E-06,3,,,,,
missions,1,2.28E-06,2,,,,,
interact,1,2.28E-06,3,,,,,
studends,1,2.28E-06,2,,,,,
lynching,1,2.28E-06,2,,,,,
bandaids,1,2.28E-06,2,,,,,
baseless,1,2.28E-06,3,,,,,
outraged,1,2.28E-06,2,,,,,
upstairs,1,2.28E-06,2,,,,,
coercion,1,2.28E-06,2,,,,,
deprived,1,2.28E-06,2,,,,,
hijacked,1,2.28E-06,2,,,,,
napoleon,1,2.28E-06,3,,,,,
kilmeade,1,2.28E-06,2,,,,,
kiriakou,1,2.28E-06,3,,,,,
chambers,1,2.28E-06,2,,,,,
felonies,1,2.28E-06,3,,,,,
quagmire,1,2.28E-06,2,,,,,
ruthless,1,2.28E-06,2,,,,,
extorted,1,2.28E-06,2,,,,,
apparent,1,2.28E-06,3,,,,,
plusplus,1,2.28E-06,2,,,,,
schiffty,1,2.28E-06,2,,,,,
euphoria,1,2.28E-06,3,,,,,
navistar,1,2.28E-06,3,,,,,
beijings,1,2.28E-06,2,,,,,
fracture,1,2.28E-06,2,,,,,
swirling,1,2.28E-06,2,,,,,
rivalpot,1,2.28E-06,3,,,,,
libeling,1,2.28E-06,3,,,,,
sounding,1,2.28E-06,2,,,,,
ofunless,1,2.28E-06,3,,,,,
thiswere,1,2.28E-06,2,,,,,
ukraines,1,2.28E-06,2,,,,,
involves,1,2.28E-06,2,,,,,
recommendeda,1,2.28E-06,5,,,,,
revoking,1,2.28E-06,3,,,,,
enclaves,1,2.28E-06,2,,,,,
almighty,1,2.28E-06,3,,,,,
exporter,1,2.28E-06,3,,,,,
kathleen,1,2.28E-06,2,,,,,
musician,1,2.28E-06,3,,,,,
bookeven,1,2.28E-06,3,,,,,
forecast,1,2.28E-06,3,,,,,
unsigned,1,2.28E-06,2,,,,,
recision,1,2.28E-06,3,,,,,
redirect,1,2.28E-06,3,,,,,
discount,1,2.28E-06,2,,,,,
despised,1,2.28E-06,2,,,,,
trumpyou,1,2.28E-06,3,,,,,
anyplace,1,2.28E-06,3,,,,,
giuseppi,1,2.28E-06,3,,,,,
jokingly,1,2.28E-06,3,,,,,
carriers,1,2.28E-06,2,,,,,
competes,1,2.28E-06,2,,,,,
treading,1,2.28E-06,2,,,,,
cohesion,1,2.28E-06,3,,,,,
reptlaib,1,2.28E-06,2,,,,,
envelope,1,2.28E-06,3,,,,,
deferral,1,2.28E-06,3,,,,,
inverted,1,2.28E-06,2,,,,,
unsealed,1,2.28E-06,2,,,,,
amazingo,1,2.28E-06,4,,,,,
marrying,1,2.28E-06,2,,,,,
chariman,1,2.28E-06,3,,,,,
sinkhole,1,2.28E-06,3,,,,,
truedoes,1,2.28E-06,2,,,,,
measured,1,2.28E-06,2,,,,,
sharpton,1,2.28E-06,2,,,,,
homicide,1,2.28E-06,3,,,,,
athletic,1,2.28E-06,3,,,,,
hypothetical,1,2.28E-06,5,,,,,
severino,1,2.28E-06,4,,,,,
brandons,1,2.28E-06,2,,,,,
drumbeat,1,2.28E-06,2,,,,,
tendered,1,2.28E-06,2,,,,,
volatile,1,2.28E-06,4,,,,,
inhumane,1,2.28E-06,3,,,,,
maligned,1,2.28E-06,2,,,,,
deutsche,1,2.28E-06,1,,,,,
nbcmsnbc,1,2.28E-06,#ERROR!,,,,,
breached,1,2.28E-06,1,,,,,
mercedes,1,2.28E-06,2,,,,,
kazianis,1,2.28E-06,3,,,,,
ratified,1,2.28E-06,3,,,,,
woodland,1,2.28E-06,2,,,,,
lockhead,1,2.28E-06,2,,,,,
issuance,1,2.28E-06,2,,,,,
episodes,1,2.28E-06,3,,,,,
promotes,1,2.28E-06,2,,,,,
bluffing,1,2.28E-06,2,,,,,
shackles,1,2.28E-06,2,,,,,
shipment,1,2.28E-06,2,,,,,
butchery,1,2.28E-06,3,,,,,
taxation,1,2.28E-06,3,,,,,
imprison,1,2.28E-06,3,,,,,
ryÅgoku,1,2.28E-06,3,,,,,
jokester,1,2.28E-06,3,,,,,
soliders,1,2.28E-06,3,,,,,
sledgehammer,1,2.28E-06,4,,,,,
refinish,1,2.28E-06,3,,,,,
squander,1,2.28E-06,2,,,,,
forgiven,1,2.28E-06,3,,,,,
footings,1,2.28E-06,2,,,,,
realtors,1,2.28E-06,2,,,,,
gangthat,1,2.28E-06,2,,,,,
jobsjobs,1,2.28E-06,2,,,,,
wondrous,1,2.28E-06,2,,,,,
candidat,1,2.28E-06,3,,,,,
diblasio,1,2.28E-06,3,,,,,
terroist,1,2.28E-06,2,,,,,
sirisena,1,2.28E-06,4,,,,,
liedmany,1,2.28E-06,3,,,,,
gaslight,1,2.28E-06,2,,,,,
dossiers,1,2.28E-06,2,,,,,
branding,1,2.28E-06,2,,,,,
populist,1,2.28E-06,3,,,,,
countrty,1,2.28E-06,2,,,,,
kirstjen,1,2.28E-06,2,,,,,
abducted,1,2.28E-06,2,,,,,
carranza,1,2.28E-06,3,,,,,
repjerry,1,2.28E-06,3,,,,,
mainstay,1,2.28E-06,2,,,,,
dirtiest,1,2.28E-06,2,,,,,
unproven,1,2.28E-06,3,,,,,
einstein,1,2.28E-06,2,,,,,
timapple,1,2.28E-06,3,,,,,
finalist,1,2.28E-06,3,,,,,
veterani,1,2.28E-06,4,,,,,
degraded,1,2.28E-06,2,,,,,
authenticated,1,2.28E-06,4,,,,,
resuming,1,2.28E-06,3,,,,,
guessing,1,2.28E-06,2,,,,,
captives,1,2.28E-06,2,,,,,
bathroom,1,2.28E-06,2,,,,,
dilanian,1,2.28E-06,3,,,,,
infusion,1,2.28E-06,3,,,,,
permeate,1,2.28E-06,2,,,,,
paradise,1,2.28E-06,3,,,,,
blizzard,1,2.28E-06,2,,,,,
freezing,1,2.28E-06,2,,,,,
muderers,1,2.28E-06,3,,,,,
displays,1,2.28E-06,2,,,,,
bestowed,1,2.28E-06,2,,,,,
huffpost,1,2.28E-06,2,,,,,
downturn,1,2.28E-06,2,,,,,
dantonio,1,2.28E-06,3,,,,,
marianos,1,2.28E-06,3,,,,,
godthank,1,2.28E-06,2,,,,,
prayersa,1,2.28E-06,3,,,,,
buchanan,1,2.28E-06,3,,,,,
communicator,1,2.28E-06,5,,,,,
decommission,1,2.28E-06,4,,,,,
authentication,1,2.28E-06,5,,,,,
telecommunications,1,2.28E-06,7,,,,,
inundated,1,2.28E-06,3,,,,,
lategreat,1,2.28E-06,3,,,,,
decertify,1,2.28E-06,4,,,,,
mastriano,1,2.28E-06,3,,,,,
epidemics,1,2.28E-06,4,,,,,
pandemics,1,2.28E-06,3,,,,,
partnered,1,2.28E-06,2,,,,,
pashinyan,1,2.28E-06,3,,,,,
frivolous,1,2.28E-06,3,,,,,
obstinate,1,2.28E-06,3,,,,,
uncounted,1,2.28E-06,2,,,,,
giancarlo,1,2.28E-06,3,,,,,
preaching,1,2.28E-06,2,,,,,
springing,1,2.28E-06,2,,,,,
schoolnow,1,2.28E-06,2,,,,,
jonesboro,1,2.28E-06,4,,,,,
confiding,1,2.28E-06,3,,,,,
valuesget,1,2.28E-06,3,,,,,
shredding,1,2.28E-06,2,,,,,
screening,1,2.28E-06,2,,,,,
restricts,1,2.28E-06,2,,,,,
clubhouse,1,2.28E-06,2,,,,,
relegated,1,2.28E-06,3,,,,,
revolving,1,2.28E-06,3,,,,,
rejection,1,2.28E-06,3,,,,,
minuscule,1,2.28E-06,4,,,,,
jihadists,1,2.28E-06,3,,,,,
georgians,1,2.28E-06,2,,,,,
unleashed,1,2.28E-06,2,,,,,
verifying,1,2.28E-06,3,,,,,
intervene,1,2.28E-06,3,,,,,
exclusion,1,2.28E-06,3,,,,,
chickened,1,2.28E-06,2,,,,,
skyrocket,1,2.28E-06,3,,,,,
offshored,1,2.28E-06,2,,,,,
preservar,1,2.28E-06,3,,,,,
comunidad,1,2.28E-06,4,,,,,
arizonawe,1,2.28E-06,4,,,,,
sentinels,1,2.28E-06,3,,,,,
primaried,1,2.28E-06,3,,,,,
cardboard,1,2.28E-06,2,,,,,
intervals,1,2.28E-06,3,,,,,
discovers,1,2.28E-06,3,,,,,
energetic,1,2.28E-06,4,,,,,
troubling,1,2.28E-06,2,,,,,
inoculate,1,2.28E-06,4,,,,,
objecting,1,2.28E-06,3,,,,,
campaigna,1,2.28E-06,3,,,,,
medicarea,1,2.28E-06,4,,,,,
descended,1,2.28E-06,2,,,,,
valiantly,1,2.28E-06,3,,,,,
winschina,1,2.28E-06,3,,,,,
paragraph,1,2.28E-06,3,,,,,
untrusted,1,2.28E-06,2,,,,,
depriving,1,2.28E-06,3,,,,,
anchorman,1,2.28E-06,3,,,,,
sterilize,1,2.28E-06,3,,,,,
repayment,1,2.28E-06,3,,,,,
stripping,1,2.28E-06,2,,,,,
macdonald,1,2.28E-06,3,,,,,
middlemen,1,2.28E-06,3,,,,,
hypocrisy,1,2.28E-06,4,,,,,
exporters,1,2.28E-06,3,,,,,
gilcrease,1,2.28E-06,2,,,,,
spokesman,1,2.28E-06,3,,,,,
warmonger,1,2.28E-06,3,,,,,
disbursed,1,2.28E-06,2,,,,,
dismissal,1,2.28E-06,3,,,,,
ststement,1,2.28E-06,2,,,,,
tentative,1,2.28E-06,3,,,,,
languages,1,2.28E-06,2,,,,,
misplaced,1,2.28E-06,2,,,,,
lucrative,1,2.28E-06,3,,,,,
housewife,1,2.28E-06,3,,,,,
riverside,1,2.28E-06,3,,,,,
sidelined,1,2.28E-06,3,,,,,
plentiful,1,2.28E-06,3,,,,,
mailboxes,1,2.28E-06,2,,,,,
forgeries,1,2.28E-06,3,,,,,
brownouts,1,2.28E-06,2,,,,,
depressed,1,2.28E-06,2,,,,,
enforcers,1,2.28E-06,3,,,,,
surprises,1,2.28E-06,2,,,,,
faltering,1,2.28E-06,3,,,,,
exploring,1,2.28E-06,3,,,,,
spacewalk,1,2.28E-06,3,,,,,
depiction,1,2.28E-06,3,,,,,
specialty,1,2.28E-06,3,,,,,
disembark,1,2.28E-06,3,,,,,
fridaybig,1,2.28E-06,3,,,,,
clamoring,1,2.28E-06,3,,,,,
defenders,1,2.28E-06,3,,,,,
tropicana,1,2.28E-06,4,,,,,
westerdam,1,2.28E-06,3,,,,,
construct,1,2.28E-06,2,,,,,
penobscot,1,2.28E-06,3,,,,,
indulgent,1,2.28E-06,3,,,,,
foolhardy,1,2.28E-06,3,,,,,
grievance,1,2.28E-06,2,,,,,
yoshihide,1,2.28E-06,3,,,,,
exchanges,1,2.28E-06,2,,,,,
murdering,1,2.28E-06,3,,,,,
differing,1,2.28E-06,3,,,,,
woodwards,1,2.28E-06,2,,,,,
heartless,1,2.28E-06,2,,,,,
regulated,1,2.28E-06,3,,,,,
endangers,1,2.28E-06,3,,,,,
creepster,1,2.28E-06,2,,,,,
pertinent,1,2.28E-06,3,,,,,
debartolo,1,2.28E-06,4,,,,,
democrsts,1,2.28E-06,2,,,,,
chastised,1,2.28E-06,2,,,,,
riggleman,1,2.28E-06,3,,,,,
breaching,1,2.28E-06,2,,,,,
associate,1,2.28E-06,3,,,,,
endeavors,1,2.28E-06,3,,,,,
turbulent,1,2.28E-06,3,,,,,
perfected,1,2.28E-06,2,,,,,
frederick,1,2.28E-06,3,,,,,
leveraged,1,2.28E-06,3,,,,,
supremest,1,2.28E-06,3,,,,,
repressed,1,2.28E-06,2,,,,,
passwords,1,2.28E-06,2,,,,,
pressures,1,2.28E-06,2,,,,,
impartial,1,2.28E-06,3,,,,,
replenish,1,2.28E-06,3,,,,,
showdavid,1,2.28E-06,3,,,,,
fbirussia,1,2.28E-06,3,,,,,
caughtbut,1,2.28E-06,2,,,,,
deference,1,2.28E-06,3,,,,,
repudiate,1,2.28E-06,3,,,,,
boundless,1,2.28E-06,2,,,,,
taiwanese,1,2.28E-06,3,,,,,
treasured,1,2.28E-06,2,,,,,
supremely,1,2.28E-06,4,,,,,
foresight,1,2.28E-06,3,,,,,
deadheads,1,2.28E-06,2,,,,,
sabotaged,1,2.28E-06,3,,,,,
christine,1,2.28E-06,2,,,,,
princeton,1,2.28E-06,3,,,,,
showcased,1,2.28E-06,2,,,,,
gianforte,1,2.28E-06,2,,,,,
palestine,1,2.28E-06,3,,,,,
complains,1,2.28E-06,2,,,,,
wrestling,1,2.28E-06,2,,,,,
worsening,1,2.28E-06,3,,,,,
offshoots,1,2.28E-06,2,,,,,
arresting,1,2.28E-06,3,,,,,
danielson,1,2.28E-06,3,,,,,
normalize,1,2.28E-06,3,,,,,
salacious,1,2.28E-06,4,,,,,
atlantics,1,2.28E-06,3,,,,,
sightings,1,2.28E-06,2,,,,,
formulate,1,2.28E-06,3,,,,,
endowment,1,2.28E-06,3,,,,,
diagnosis,1,2.28E-06,3,,,,,
detainees,1,2.28E-06,3,,,,,
jonesport,1,2.28E-06,3,,,,,
disavowed,1,2.28E-06,3,,,,,
limelight,1,2.28E-06,3,,,,,
heartache,1,2.28E-06,2,,,,,
unfixable,1,2.28E-06,4,,,,,
hernandez,1,2.28E-06,3,,,,,
fischbach,1,2.28E-06,2,,,,,
hamberger,1,2.28E-06,3,,,,,
hamburger,1,2.28E-06,3,,,,,
betrayals,1,2.28E-06,3,,,,,
distanced,1,2.28E-06,2,,,,,
clementes,1,2.28E-06,2,,,,,
protester,1,2.28E-06,3,,,,,
fictional,1,2.28E-06,3,,,,,
caligiuri,1,2.28E-06,4,,,,,
undecided,1,2.28E-06,3,,,,,
temporary,1,2.28E-06,4,,,,,
texarkana,1,2.28E-06,4,,,,,
lifestyle,1,2.28E-06,4,,,,,
breakouts,1,2.28E-06,2,,,,,
entrapped,1,2.28E-06,2,,,,,
colombian,1,2.28E-06,3,,,,,
sponsored,1,2.28E-06,2,,,,,
occurring,1,2.28E-06,3,,,,,
compiling,1,2.28E-06,3,,,,,
showering,1,2.28E-06,3,,,,,
expensing,1,2.28E-06,3,,,,,
heartbeat,1,2.28E-06,2,,,,,
bluethank,1,2.28E-06,2,,,,,
roomtoday,1,2.28E-06,3,,,,,
explorers,1,2.28E-06,3,,,,,
inventors,1,2.28E-06,3,,,,,
lifemerry,1,2.28E-06,4,,,,,
harrowing,1,2.28E-06,3,,,,,
escalante,1,2.28E-06,3,,,,,
enactment,1,2.28E-06,3,,,,,
condemned,1,2.28E-06,2,,,,,
excluding,1,2.28E-06,3,,,,,
drumstick,1,2.28E-06,2,,,,,
elephants,1,2.28E-06,3,,,,,
mechanism,1,2.28E-06,3,,,,,
destinies,1,2.28E-06,3,,,,,
memorable,1,2.28E-06,4,,,,,
restraint,1,2.28E-06,2,,,,,
rejoining,1,2.28E-06,3,,,,,
assurance,1,2.28E-06,3,,,,,
humphreys,1,2.28E-06,2,,,,,
matsuyama,1,2.28E-06,4,,,,,
broadcoms,1,2.28E-06,2,,,,,
manaforts,1,2.28E-06,3,,,,,
anxiously,1,2.28E-06,4,,,,,
bartiromo,1,2.28E-06,4,,,,,
assertion,1,2.28E-06,3,,,,,
hencefake,1,2.28E-06,3,,,,,
koreastay,1,2.28E-06,3,,,,,
yearsmust,1,2.28E-06,2,,,,,
reformtax,1,2.28E-06,3,,,,,
ferocious,1,2.28E-06,4,,,,,
combatant,1,2.28E-06,3,,,,,
barcelona,1,2.28E-06,4,,,,,
councilhe,1,2.28E-06,2,,,,,
excessive,1,2.28E-06,3,,,,,
roarwatch,1,2.28E-06,2,,,,,
torturing,1,2.28E-06,3,,,,,
invalides,1,2.28E-06,3,,,,,
evangelic,1,2.28E-06,4,,,,,
